game_id,genre
191a77204e73c4f0ddd9f7846a9918ee,Simulator
191a77204e73c4f0ddd9f7846a9918ee,Visual Novel
10eeaaec8c6f34199c05a6f89b2fac50,Adventure
10eeaaec8c6f34199c05a6f89b2fac50,Indie
10eeaaec8c6f34199c05a6f89b2fac50,Platform
fee861496008fe2c87a7aa76af7c2969,Adventure
fee861496008fe2c87a7aa76af7c2969,Shooter
b915c7c331758711eee9bf710ac925b4,Adventure
b915c7c331758711eee9bf710ac925b4,Simulator
b297ac399c983de04f6290ab34d0079f,Fighting
b297ac399c983de04f6290ab34d0079f,Indie
b297ac399c983de04f6290ab34d0079f,Puzzle
b297ac399c983de04f6290ab34d0079f,Shooter
b297ac399c983de04f6290ab34d0079f,Tactical
fd5f175d72207c35c0186a0ebd05c0e7,Puzzle
fd5f175d72207c35c0186a0ebd05c0e7,Real Time Strategy
fd5f175d72207c35c0186a0ebd05c0e7,Simulator
fd5f175d72207c35c0186a0ebd05c0e7,Strategy
fd5f175d72207c35c0186a0ebd05c0e7,Tactical
fb72334fddfda07093676e3a9c3f8382,Adventure
fb72334fddfda07093676e3a9c3f8382,Platform
fb72334fddfda07093676e3a9c3f8382,Puzzle
21ba287b733874450a904744f986b0df,Adventure
21ba287b733874450a904744f986b0df,RPG
99ccc88e724a7762f3a5cb2caf35886c,Adventure
99ccc88e724a7762f3a5cb2caf35886c,RPG
9a201aa6b889c31e5c3aaaf2287f037f,Adventure
42127be094186887f673aeb8af90c71c,Adventure
42127be094186887f673aeb8af90c71c,Platform
bbedc25e269f205bb2fa4020619ba091,Adventure
bbedc25e269f205bb2fa4020619ba091,RPG
a20705a236b6c8c4048b6af4dd73750f,Shooter
68d44e4928a5a48b10d60557991133b4,Adventure
